targetID;targetName
TTDI02373;Transferrin
TTDI02374;Golgi alpha-mannosidase II
TTDI02375;Complement factor P
TTDI02376;Feto-acinar pancreatic protein (FAPP)
TTDI02377;Epha4 tyrosine kinase receptor
TTDI02379;mRNA of influenza virus neuraminidase
TTDI02380;mRNA of TNF alpha ligand
TTDI02382;mRNA of Erbb2 tyrosine kinase receptor
TTDI02383;mRNA of Protein kinase C alpha
TTDI02384;mRNA of Antigen KI-67
TTDI02385;mRNA of Abl
TTDI02387;mRNA of BORIS
TTDI02388;mRNA of TGF-alpha
TTDI02389;Radioactive plutonium, americium, and curium
TTDI02391;Mycobacterium tuberculosis aminoglycoside 2'-N-acetyltransferase
TTDI02392;Bcl 2 binding component 3
TTDI02393;Amphiregulin ligand
TTDI02394;CD31
TTDI02395;FGF-14 ligand
TTDI02396;CD160
TTDI02397;Killer cell immunoglobulin-like receptor 3DL2
TTDI02398;CD58
TTDI02399;Centrosomal protein
TTDI02400;Anterior gradient protein 2 homolog
TTDI02401;Bone marrow stromal antigen 2
TTDI02402;TRP cation channel M5
TTDI02403;Desmoglein-3
TTDI02404;Gap junction alpha-8 protein
TTDI02405;Myosin-2
TTDI02406;Tubulin beta-3 chain
TTDI02407;Dysferlin
TTDI02408;Prostate derived ETS factor
TTDI02409;Orotate phosphoribosyltransferase
TTDI02410;Major prion protein
TTDI02411;Heat shock factor protein 1
TTDI02412;Thioredoxin reductase 3
TTDI02413;Runt-related transcription factor 2
TTDI02414;Runt-related transcription factor 3
TTDI02415;Tissue transglutaminase
TTDI02416;Secreted frizzled related protein-4
TTDI02417;Botulinum toxin B
TTDI02418;Botulinum toxin
TTDI02419;E3 ubiquitin protein ligase CBLB
TTDI02420;Myotubularin
TTDI02421;Sodium calcium exchanger 1
TTDI02422;Gastric triacylglycerol lipase
TTDI02423;CD47
TTDI02424;Aspartate beta-hydroxylase
TTDI02425;Interleukin-17 receptor
TTDI02426;ADAM 30
TTDI02427;Integrin beta-3
TTDI02428;Mucin 5A
TTDI02429;Follistatin
TTDI02430;Peroxiredoxin 4
TTDI02431;Protein arginine N-methyltransferase 4
TTDI02432;Cathelicidin antimicrobial peptide
TTDI02433;HIF prolyl hydroxylase-2
TTDI02434;Mannose receptor
TTDI02435;Proto-oncogene c-Cbl
TTDI02436;Thyroid peroxidase
TTDI02437;Cyclophilin D
TTDI02438;B-type natriuretic peptide (BNP)
TTDI02439;Adiponectin receptor
TTDI02440;Rhodopsin
TTDI02441;CD97
TTDI02442;Proteoglycan 4
TTDI02443;LDL receptor related protein-2
TTDI02444;Low-density lipoprotein receptor
TTDI02445;Activin type-IIB receptor
TTDI02446;Ribonuclease L
TTDI02447;MST-1 protein kinase
TTDI02448;Apolipoprotein H
TTDI02449;IGF binding protein-2
TTDI02450;Integrin alpha-E
TTDI02451;Protein kinase C binding protein NELL1
TTDI02452;Estrogen related receptor alpha
TTDI02453;Insulin receptor substrate-1
TTDI02454;Phosphodiesterase (PDE) 1B
TTDI02455;Solute carrier family 12A2
TTDI02456;Ubiquitin thioesterase-7
TTDI02457;Ubiquitin thioesterase-8
TTDI02458;TRP cation channel V4
TTDI02459;SCN3A sodium channel subunit
TTDI02460;Potassium channel KCNA1 Kv1.1
TTDI02461;SCN8A sodium channel subunit
TTDI02462;Serine protease HTRA1
TTDI02463;Caspase-8
TTDI02464;CASP8-FADD-like regulator
TTDI02465;Histone deacetylase-4
TTDI02466;Potassium channel KCNJ18 Kir2.6
TTDI02467;DNA mismatch repair protein PMS1
TTDI02468;Apolipoprotein B-100
TTDI02469;NADPH oxidase 2
TTDI02470;Butyrophilin like protein 3
TTDI02471;Activated CDC42 kinase 1
TTDI02472;Focal adhesion kinase-2
TTDI02473;Retinol dehydrogenase
TTDI02474;G protein coupled receptor 49
TTDI02475;VIP 1 receptor
TTDI02476;GTPase activating protein
TTDI02477;Bone morphogenetic protein-4 ligand
TTDI02478;Nodal homolog ligand
TTDI02479;Collagen VII
TTDI02480;Roundabout homolog 4
TTDI02481;Protein kinase D
TTDI02482;Polo-like kinase 2
TTDI02483;Hepatocyte growth factor activator
TTDI02484;Mannan-binding lectin serine protease-2
TTDI02485;Neurotrypsin
TTDI02486;Wnt-1 induced signal pathway protein 1
TTDI02487;Cyclin A2
TTDI02488;Stabilin 1
TTDI02489;Histone acetyltransferase p300
TTDI02490;TRP cation channel C5
TTDI02491;Potassium channel H-ERG
TTDI02492;Caspase-2
TTDI02493;Caspase-9
TTDI02494;Neuropilin 2
TTDI02495;Metabotropic glutamate receptor 4
TTDI02496;Metabotropic glutamate receptor 7
TTDI02497;NMDA receptor subunit NR1
TTDI02498;Integrin alpha-11
TTDI02499;HLA class I antigen A-33 alpha
TTDI02500;Activated leukocyte cell adhesion molecule
TTDI02501;Integrin-linked kinase
TTDI02502;TIE 1 tyrosine kinase receptor
TTDI02503;CD132
TTDI02504;Biglycan
TTDI02505;Decorin
TTDI02506;CC-chemokine receptor 7
TTDI02507;CXCR6 chemokine
TTDI02508;CXCR7 chemokine
TTDI02509;G-protein coupled receptor 120
TTDI02510;N-formyl peptide receptor
TTDI02511;G protein coupled receptor 101
TTDI02512;G protein coupled receptor 182
TTDI02513;G-protein coupled receptor-39
TTDI02514;G-protein coupled receptor 85
TTDI02515;G protein coupled receptor 87
TTDI02516;G protein coupled receptor 81
TTDI02517;Neuropeptide S receptor
TTDI02518;P2Y1 purinoceptor
TTDI02519;P2Y8 purinoceptor
TTDI02520;Protease-activated receptor-2
TTDI02521;Prokineticin receptor-1
TTDI02522;Sphingosine-1-phosphate receptor-2
TTDI02523;Sphingosine-1-phosphate receptor-3
TTDI02524;ACTH receptor
TTDI02525;Heat shock protein beta 8
TTDI02526;GDF-15 ligand
TTDI02527;Glial cell neurotrophic factor ligand
TTDI02528;ODF receptor
TTDI02529;CD59
TTDI02530;Cyclic nucleotide-gated channel beta-3 (CNGB3)
TTDI02531;Keratin 19
TTDI02532;Nestin
TTDI02533;Homeobox protein Nkx 3.1
TTDI02534;CD320 antigen
TTDI02535;CD209 antigen
TTDI02536;Early activation antigen CD69
TTDI02537;C-type lectin domain family 9 member A
TTDI02538;Cellular retinol binding protein III
TTDI02539;Prostacyclin synthase
TTDI02540;Cell division cycle 2-like protein kinase 1
TTDI02541;I-kappa B kinase epsilon
TTDI02543;Jun N terminal kinase-3
TTDI02544;Interleukin-1 receptor-associated kinase 4 (IRAK4)
TTDI02545;Mycobacterium tuberculosis serine/threonine-protein kinase PknB
TTDI02546;I-kappa B kinase alpha
TTDI02547;GTPase HRas
TTDI02548;TAR DNA binding protein 43
TTDI02549;Serpin I2
TTDI02550;Granzyme B
TTDI02551;Kallikrein 2
TTDI02552;Kallikrein 1
TTDI02553;Polycomb complex protein BMI-1
TTDI02554;Placenta specific protein 1
TTDI02555;Estradiol 17 beta dehydrogenase 1
TTDI02556;Protein Wnt-5a ligand
TTDI02557;Protein Wnt-7a ligand
TTDI02558;Vasoactive intestinal polypeptide
TTDI02559;Kynurenine oxoglutarate transaminase II
TTDI02560;Peptide YY ligand
TTDI02561;Ubiquitin-protein ligase E2
TTDI02562;Carbonic anhydrase IV
TTDI02563;Histidine ammonia lyase
TTDI02564;Tumor necrosis factor 14 ligand
TTDI02565;Vascular endothelial cell growth inhibitor
TTDI02566;14-3-3 protein eta
TTDI02567;Forkhead box protein O1 (FOXO1)
TTDI02568;L-dopachrome tautomerase
TTDI02569;Ornithine decarboxylase
TTDI02570;Ketohexokinase
TTDI02571;Solute carrier family 12A5
TTDI02572;Leukocyte antigen MIC3
TTDI02573;Galectin-1
TTDI02574;Galectin-2
TTDI02575;Geranyltranstransferase
TTDI02576;Microtubule associated protein 4
TTDI02577;Ubiquitin thioesterase-2
TTDI02578;Protein phosphatase 1D
TTDI02579;TRP cation channel M2
TTDI02580;TRP cation channel A1
TTDI02581;Hemoglobin scavenger receptor
TTDI02582;T-cell surface glycoprotein CD5
TTDI02583;RalA binding protein 1
TTDI02584;Muscleblind like protein 1
TTDI02585;Sulfonylurea receptor-1
TTDI02586;Insulin degrading enzyme
TTDI02587;dUTP pyrophosphatase
TTDI02588;Retinoschisin
TTDI02589;Claudin 4
TTDI02590;Histone deacetylase-8
TTDI02591;Amiloride sensitive cation channel 1
TTDI02592;Amiloride sensitive cation channel 3
TTDI02593;Potassium channel KCNJ3 Kir3.1
TTDI02594;Potassium channel KCNJ5 Kir3.4
TTDI02595;5'-methylthioadenosine phosphorylase
TTDI02596;Clusterin
TTDI02597;Lipophilin B
TTDI02598;DNA mismatch repair protein Mlh1
TTDI02599;Leukotriene C4 synthase
TTDI02600;Heme oxygenase 1
TTDI02601;Prohibitin
TTDI02602;Caveolin 1
TTDI02603;Lysyl oxidase
TTDI02604;CD107
TTDI02605;Kynurenine 3-hydroxylase
TTDI02606;Zinc transporter 8
TTDI02607;Divalent metal transporter 1
TTDI02608;Sphingosine-1-phosphate phosphatase 1
TTDI02609;Interleukin-1 receptor accessory protein
TTDI02610;Interleukin-18 receptor
TTDI02611;Polyamine oxidase
TTDI02612;Legumain
TTDI02613;Von Hippel-Lindau disease tumor suppressor (VHL)
TTDI02614;Galactocerebrosidase
TTDI02615;Sirtuin-2 (SIRT2)
TTDI02616;Cyclin-dependent kinase inhibitor 1B
TTDI02617;Niemann-Pick C1-like protein-1
TTDI02618;Periostin
TTDI02619;Sentrin specific protease-1
TTDI02620;Somatostatin ligand
TTDI02621;Ghrelin O acyltransferase
TTDI02622;Cyclin dependent kinase 5 activator 1
TTDI02623;mRNA cap guanine N7 methyltransferase
TTDI02624;Fructosamine 3-kinase
TTDI02625;IKK complex associated protein
TTDI02626;MCSF ligand
TTDI02627;N-acetylgalactosaminyltransferase 2
TTDI02628;Interleukin-27 ligand
TTDI02629;Tyrosyl DNA phosphodiesterase 1
TTDI02630;Fascin
TTDI02631;Torsin 1A
TTDI02632;Cardiotrophin-like cytokine factor 1
TTDI02633;Protein O-GlcNAcase
TTDI02634;CD83
TTDI02635;Junctional adhesion molecule A
TTDI02636;Myelin oligodendrocyte glycoprotein
TTDI02637;SLAM family member 6
TTDI02638;Immune costimulatory protein B7H4
TTDI02639;TGF-beta activated kinase-1
TTDI02640;FGF4 receptor
TTDI02641;Protein BTG1
TTDI02642;B melanoma antigen 1
TTDI02643;Protein ARMET
TTDI02644;Angiomotin
TTDI02645;Huntingtin
TTDI02646;Monoglyceride lipase
TTDI02647;Alpha N acetylglucosaminidase
TTDI02648;Signal transducer CD24
TTDI02649;Interleukin-28B ligand
TTDI02650;Kidney associated antigen 1
TTDI02652;mRNA of GLI2
TTDI02653;mRNA of HNRNPA2B1
TTDI02654;mRNA of ID1
TTDI02655;mRNA of ISG15
TTDI02656;mRNA of COPS5
TTDI02657;mRNA of HD
TTDI02658;mRNA of CD74
TTDI02659;mRNA of MMP2
TTDI02660;mRNA of MMP9
TTDI02661;mRNA of COP1
TTDI02662;mRNA of SOD1
TTDI02663;mRNA of SNCA
TTDI02664;mRNA of TRPV1
TTDI02665;mRNA of VEGF receptor
TTDI02666;mRNA of WEE1
TTDI02667;mRNA of Hepcidin
TTDI02668;miR-10b
TTDI02669;miR-122
TTDI02670;miR-146a
TTDI02671;miR-182
TTDI02672;miR-21
TTDI02673;miR-296
TTDI02674;miR-33
TTDI02675;mRNA of IGFBP2
TTDI02676;mRNA of IGFBP5
TTDI02677;mRNA of Coagulation factor XII
TTDI02678;mRNA of TGF beta-1 ligand
TTDI02679;miR-191
TTDI02680;mRNA of MTHFR
TTDI02681;mRNA of CD40LG
TTDI02682;mRNA of SCN1A
TTDI02683;mRNA of NPR1
TTDI02684;mRNA of KRAS
TTDI02685;mRNA of ERBB3
TTDI02686;mRNA of IL4R
TTDNC00348;MEKK-1 kinase
TTDNC00350;endosialin
TTDNC00351;Tumor Endothelial Marker 1 (TEM-1)
TTDNC00352;PK
TTDNC00356;Inhaled steroid
TTDNC00358;Afferent nerve
TTDNC00361;Hedgehog Signaling Pathway
TTDNC00362;Synthetic, peptide-based erythropoiesis
TTDNC00364;Influenza vaccine
TTDNC00366;JAK
TTDNC00370;DKK1 protein
TTDNC00371;IL-21
TTDNC00372;VLA-1
TTDNC00373;IFN-alphaR
TTDNC00375;OxLDL
TTDNC00376;A-7 nicotinic
TTDNC00377;secretase
TTDNC00378;Amyloid precursor protein secretase
TTDNC00380;BET protein
TTDNC00381;Alpha-4 beta-2 nicotinic   receptor
TTDNC00385;VEGF-C
TTDNC00386;catenin
TTDNC00387;CBP
TTDNC00388;PI3K alpha
TTDNC00389;T-type calcium channel
TTDNC00390;HER
TTDNC00391;Pim kinase
TTDNC00392;TORC1
TTDNC00393;TORC2
TTDNC00395;NADH oxidase
TTDNC00397;Delta-like 4
TTDNC00398;B7-H3
TTDNC00400;PIK-1
TTDNC00405;Sonic hedgehog pathway
TTDNC00406;CD137 antigen
TTDNC00407;Stathim
TTDNC00408;MTF-1
TTDNC00409;Stemness
TTDNC00410;Fms-like tyrosine kinase 3
TTDNC00411;E2F1
TTDNC00412;TYK2
TTDNC00413;KIR
TTDNC00414;LAG3
TTDNC00415;Notch
TTDNC00418;RON
TTDNC00419;Angioprotein
TTDNC00420;HB-EGF
TTDNC00421;OX40
TTDNC00422;Toposisomerase-1
TTDNC00423;DS6
TTDNC00424;CD38
TTDNC00425;CK2
TTDNC00426;a5ï¼? integrin
TTDNC00427;TRPM8 protein
TTDNC00429;WNT signaling pathway
TTDNC00433;PI3K beta
TTDNC00434;CDK
TTDNC00435;HIF-1 pathway
TTDNC00437;CIF
TTDNC00438;MAP
TTDNC00439;DR5
TTDNC00441;SGLT1
TTDNC00442;Ileal bile acid transfer
TTDNC00443;Human pro-islet peptide
TTDNC00444;Lysophosphatidic acid transferase
TTDNC00446;HPTP
TTDNC00447;TIE2
TTDNC00448;Cathepsin A
TTDNC00449;protease
TTDNC00451;MAG pDNA
TTDNC00453;Triple reuptake
TTDNC00454;Serotonin-1A
TTDNC00455;Vasopressin-1 receptor
TTDNC00456;Phosphodiesterase 10A (PDE10A)
TTDNC00457;Recombinant fusion protein
TTDNC00460;Thymic stromal lymphopoietin
TTDNC00461;Sclerostin
TTDNC00462;Receptor for Calcitonin Gene-Related Peptide (CGRP)
TTDNC00463;B7RP1
TTDNC00464;CD32b
TTDNC00466;BL
TTDNC00468;Programmed cell deathâ€? ligand 1 (PD-L1)
TTDNC00470;Murine anti-OX40 Mab
TTDNC00471;Inhaled TLR7
TTDNC00472;Inhaled SGRM
TTDNC00473;C5
TTDNC00474;C5a
TTDNC00475;TSLP
TTDNC00477;Mesothelin-ADC
TTDNC00479;S-PRAnt
TTDNC00481;DNAPKi
TTDNC00483;NY-ESO-1
TTDNC00484;CD27
TTDNC00485;GPR119
TTDNC00486;TAFIa
TTDNC00488;Second-generation proteasome
TTDNC00489;PD-1
TTDNC00490;Proto oncogene protein-c mdm2
TTDNC00491;Multi-IAP
TTDNC00492;DOT1L
TTDNC00493;Cell-cycle
TTDNC00494;PKC
TTDNC00497;DKK2 protein
TTDNC00498;Proto-oncogene pim-1
TTDNC00499;STEAP1
TTDNC00500;Nucleotide reverse transcriptase
TTDNC00501;Tarmogen T cell immunity
TTDNC00502;Tumour necrosis factor receptor-1 (TNFR1)
TTDNC00504;CD3
TTDNC00506;Sodium dependent glucose transport (SGLT1)
TTDNC00508;Endogenous gut peptide
TTDNC00510;cephalosporin
TTDNC00511;Phoshodiesterase 4
TTDNC00512;Lp-PLA2
TTDNC00513;Bromodomain
TTDNC00515;Glucocortoid
TTDNC00518;C5aR
TTDNC00520;NKG2A
TTDNC00521;Colony stimulating factor-1 receptor (CSF-1R)
TTDNC00522;TWEAK
TTDNC00524;Coagulation factor VIII
TTDNC00525;Non-camptothecin topo1
TTDNC00526;P75 receptor
TTDNC00527;CXCRS
TTDNC00528;MTORC1
TTDNC00529;MTORC2
TTDNC00531;PDE1
TTDNC00532;Ferroportin
TTDNC00533; p70 S6 Kinase
TTDNC00536;IgG1
TTDNC00537;Ultra-rapid-acting recombinant human insulin
TTDNC00539;FGF-3 receptor
TTDNC00540;CD37
TTDNC00541;Angiogenesis
TTDNC00542;HDAC6
TTDNC00543;ENG protein
TTDNC00544;DNMT
TTDNC00546;Folate-binding protein E39
TTDNC00547;Pan-DAC
TTDNC00549;Ras
TTDNC00550;HepB
TTDNC00553;PKC-Delta
TTDNC00554;Cholesterol absorption
TTDNC00560;Neurotransmitter receptor
TTDNC00561;M1 prime
TTDNC00567;PSCA
TTDNC00569;PMSA
TTDNC00572;Aldosterone synthase
TTDNC00574;CCR2b
TTDNC00576;insulin
TTDNC00577;CD26 antigen
TTDNC00578;SLGT1
TTDNC00579;SLGT2
TTDNC00581;MTP
TTDNC00582;Intranasal dopamine-receptor
TTDNC00584;Recombinant human interleukin-7
TTDNC00585;IL-17 receptor
TTDNC00586;Cardiac myosin
TTDNC00587;Oxazolidinone anti-bacterial
TTDNC00588;MABA
TTDNC00589;A4b7
TTDNC00591;TOPKi
TTDNC00593;GPNMB
TTDNC00595;a2d ligand
TTDNC00596;BFGF signaling system
TTDNC00597;DNMT1
TTDNC00599;Epidermal growth factor domain-like-7 (EGFL7)
TTDNC00600;Non-nucleoside NS5B
TTDNC00602;Recombinant human angiotensin converting enzyme 2
TTDNC00604;Death receptor 4
TTDNC00605;Neurite outgrowth inhibitor (NOGO-A)
TTDNC00606;Oxytocin
TTDNC00608;CCR1 chemokine receptor
TTDNC00609;Hepatitis C virus
TTDNC00610;8-aminoquinoline
TTDNC00613;MEK2
TTDNC00616;ApoCIII
TTDNC00617;Factor XI
TTDNC00618;SMN2
TTDNC00621;FGFR4
TTDNC00623;Aminoglycoside
TTDNC00625;Activin receptor type II
TTDNC00628;Bacterial elongation factor Tu (EFTu)
TTDNC00629;Integrin
TTDNC00630;Trk kinase
TTDNC00631;Immune suppressant
TTDNC00632;Proprietary
TTDNC00633;Sirtuin
TTDNC00634;CD79b
TTDNC00636;Factor D Fab
TTDNC00645;Neurotrophic factor production
TTDNC00646;Proteasome
TTDNC00647;Transforming growth factor
TTDNC00648;Mitotic kinesin Eg5
TTDNC00650;APRIL
TTDNC00651;D-prostanoid receptor
TTDNC00652;SSKI
TTDNC00653;GPR40
TTDNC00655;Proprotein Convertase Subtilisin
TTDNC00657;Extended spectrum cephalosporin with affinity to penicillin-binding proteins
TTDNC00658;Peripherally-acting muopioid receptor
TTDNC00659;LCS 16
TTDNC00662;Triple angiokinase
TTDNC00663;Anti-fibrotic kinase
TTDNC00667;CCR9 chemokine receptor
TTDNC00668;Dopamine precursor
TTDNC00670;TTR
TTDNC00671;Clusterin
TTDNC00676;CD21
TTDNC00677;Glucosylceramide synthetase
TTDNC00678;Non-steroidal androgen synthesis
TTDNC00679;Potassium-competitive acid
TTDNC00687;H5N1 inactivated split monovalent (Quebec)
TTDNC00691;Azole antifungal
TTDNR00643;Angiotensinogen
TTDNR00648;Basigin
TTDNR00649;BDNF/NT-3 growth factors receptor
TTDNR00652;Cardiotrophin-1
TTDNR00671;Exportin-1
TTDNR00685;Heat shock protein 27 
TTDNR00702;Low-density lipoprotein receptor-related protein 6
TTDNR00709;Netrin-1
TTDNR00714;Nuclear factor erythroid 2-related factor 2
TTDNR00726;Platelet glycoprotein 4
TTDNR00746;Serine/threonine-protein kinase pim-2
TTDNR00764;Tyrosine-protein kinase receptor UFO
TTDNS00535;Nucleotide NS5B
TTDNS00536;smoothened receptor
TTDNS00537;prostaglandin F prostanoid receptor 
TTDNS00538;ostatin receptor 5 
TTDNS00539;ribosome A site
TTDNS00541;PIGF
TTDNS00542;VEGFA
TTDNS00544;Glucagon-like peptide 2 receptor
TTDNS00545;anthrax protective antigen 
TTDNS00552;Kinase
TTDNS00559;Glutamine receptor
TTDNS00563;GABA
TTDNS00564;upregulating cAMP
TTDNS00566;adrenergic receptor
TTDNS00570;sodium pump
TTDNS00575;Na+-K+-ATPase transmembrane protein
TTDNS00579;taste receptor
TTDNS00582; muscarinic receptor
TTDNS00584;RNA synthesis
TTDNS00588;DNA intercalative bis-alkylating agents
TTDNS00592;Abl
TTDNS00593;RET
TTDNS00596;ALK
TTDNS00597;ROS1
TTDNS00605;cystic fibrosis transmembrane conductance regulator
TTDNS00606; calcium activated channel anoctamin 1
TTDNS00610;endothelium of blood vessels
TTDNS00611;JAK1
TTDNS00612;L-type  calcium channel 
TTDNS00614;mycobacteria proton pump
TTDNS00615;PDE5
TTDNS00628;Multi-kinase
TTDNS00629;Inactivated split â€?quadrivalent
TTDNS00630;IV iron
TTDR00001;Alpha-amylase
TTDR00003;K(ATP) channels
TTDR00004;Prokaryotic primase
TTDR00005;Kallikrein
TTDR00006;Follicle stimulating hormone
TTDR00007;Multidrug resistance protein 1
TTDR00008;Glucose-6-phosphate dehydrogenase
TTDR00009;Histidine decarboxylase
TTDR00010;Diamine oxidase
TTDR00011;FMLP receptor
TTDR00012;Interleukin 3 receptor
TTDR00013;1,3-beta-D-glucan-UDP glucosyltransferase
TTDR00014;Carnitine O-acetyltransferase
TTDR00015;Prolyl endopeptidase
TTDR00017;Growth hormone-releasing hormone receptor
TTDR00018;3-beta-hydroxysterol delta-24-reductase
TTDR00019;Alcohol dehydrogenase 2
TTDR00020;Multidrug resistance-associated protein 2
TTDR00021;Glycerol-3-phosphate oxidase
TTDR00022;3-Deoxy-D-manno-octulosonate 8-phosphate synthase 
TTDR00023;DTDP-4-dehydrorhamnose 3,5-epimerase rmlC
TTDR00024;Probable naphthoate synthase menB
TTDR00025;Cdc2-related kinase 3
TTDR00026;Ribonucleoside-diphosphate reductase small chain
TTDR00027;Possible RNA methyltransferase
TTDR00028;Cell division control protein 28
TTDR00029;Matrilysin
TTDR00030;Glycosyltransferase MurG
TTDR00031;Synthesis of leukotrienes
TTDR00032;Ciliary neurotrophic factor
TTDR00033;Aldo-keto reductase family 1 member C3
TTDR00034;Prostaglandin E2 receptor, EP3 subtype
TTDR00035;Sodium/hydrogen exchanger 3
TTDR00036;Ras-related protein Rab-9A
TTDR00037;Scytalone dehydratase
TTDR00038;Manganese ABC transporter substrate-binding lipoprotein
TTDR00039;Sensor-like histidine kinase senX3
TTDR00040;Forkhead box protein O1A
TTDR00041;S-adenosyl-L-methionine-C-24-delta-sterol-methyltransferase
TTDR00042;Beta-hydroxyacyl-acp dehydratase
TTDR00043;Class 1 lysyl-tRNA synthetase
TTDR00044;GDP-mannose pyrophosphorylase
TTDR00045;Interleukin-1 receptor-associated kinase-4
TTDR00046;RING-box protein 2
TTDR00047;Papain-like cysteine protease
TTDR00048;Voltage-dependent T-type calcium channel alpha-1I subunit
TTDR00049;5-HT-moduline
TTDR00050;ATP-independent DNA topoisomerase II
TTDR00051;CGMP-dependent protein kinase
TTDR00052;Growth arrest and DNA-damage-inducible protein GADD45
TTDR00053;HCV polyprotein
TTDR00054;HIV-1 peptidase
TTDR00055;HIV-1 Tat protein-TAR RNA
TTDR00056;Pre-mRNA splicing factor PRP8
TTDR00057;Melanocortin receptor
TTDR00058;P16 gene
TTDR00059;P2X receptor (bacterial)
TTDR00060;Protease resistant isoform
TTDR00061;Rnase P protein
TTDR00062;Voltage-gated calcium channel
TTDR00063;Wld(S) protein
TTDR00064;HCMV DNA polymerase
TTDR00065;Aspartyl protease (Candida albicans secreted)
TTDR00066;DnaB-like helicase
TTDR00067;Ribosomal ATPase RbbA
TTDR00068;DNA helicase/primase complex associated protein
TTDR00069;Stromelysin
TTDR00070;Cysteine protease
TTDR00071;Potassium voltage-gated channel subfamily B member 1
TTDR00072;Metalloproteinase-4
TTDR00073;Vascular endothelial growth factor receptor
TTDR00074;Choline transporter
TTDR00075;Apicoplast ribosome
TTDR00076;DNA gyrase
TTDR00077;Cytochrome c oxidoreductase
TTDR00079;New permeability pathways
TTDR00081;P2Y purinoceptor 1
TTDR00082;Mitochondrial brown fat uncoupling protein 1
TTDR00083;Mitochondrial uncoupling protein 2
TTDR00084;Mitochondrial uncoupling protein 3
TTDR00085;Dual specificity protein phosphatase 1
TTDR00086;Interleukin-4
TTDR00088;Interleukin-5
TTDR00089;D-amino acid aminotransferase
TTDR00090;mRNA of intercellular adhesion molecule 1
TTDR00092;mRNA of the major immediate-early region protein
TTDR00093;Penicillin binding protein 1
TTDR00094;Transketolase
TTDR00096;Agouti-related protein
TTDR00098;Monoamine uptake
TTDR00099;Proto-oncogene protein c-fos
TTDR00101;Orotate phosphoribosyltransferase
TTDR00102;Hepatitis C Virus Serine Protease NS3/4A
TTDR00103;Nonstructural protein NS3
TTDR00104;Cystathionine beta-lyase
TTDR00105;Peroxisome proliferator activated receptor
TTDR00106;Plasmepsin 2
TTDR00107;Plasmepsin 1
TTDR00108;Pleiotrophin
TTDR00109;Proteinase activated receptor 2
TTDR00110;Proteinase activated receptor 3
TTDR00111;Proteinase activated receptor 4
TTDR00113;Adenylosuccinate synthetase
TTDR00114;Vasoactive intestinal polypeptide receptor
TTDR00115;GTP cyclohydrolase I
TTDR00116;M-phase inducer phosphatase 2
TTDR00117;Mitogen-activated protein kinase kinase kinase 1
TTDR00118;Bombesin receptor subtype-3
TTDR00119;Orexin
TTDR00120;Dopamine D2-like receptor
TTDR00122;Cyclophilin
TTDR00123;mRNA of Protein kinase C, alpha type
TTDR00124;mRNA of bcl2
TTDR00128;mRNA of protein kinase C
TTDR00129;mRNA of Raf
TTDR00131;Melanin-concentrating hormone receptor
TTDR00133;L-lactate dehydrogenase
TTDR00134;P185HER-2
TTDR00135;Endothelin-converting enzyme 1
TTDR00136;Endothelin-converting enzyme 2
TTDR00137;Threonine deaminase
TTDR00138;Interleukin-10
TTDR00141;Interleukin-2
TTDR00142;DNA topoisomerase
TTDR00145;Prostaglandin E receptor
TTDR00146;Mitogen-activated protein kinase kinase kinase 4
TTDR00147;Dual specificity mitogen-activated protein kinase kinase 7
TTDR00148;Dual specificity mitogen-activated protein kinase kinase 1
TTDR00149;Dual specificity mitogen-activated protein kinase kinase 5
TTDR00150;Mitogen-activated protein kinase kinase
TTDR00151;Coagulation factor X
TTDR00152;G2/mitotic-specific cyclin B1
TTDR00154;Lactase-phlorizin hydrolase
TTDR00155;5-hydroxytryptamine 1 receptor
TTDR00157;5-hydroxytryptamine 7 receptor
TTDR00158;Alanine racemase, biosynthetic
TTDR00159;Isoleucyl-tRNA synthetase, cytoplasmic (human)
TTDR00161;Platelet activating factor
TTDR00164;Neuronal acetylcholine receptor protein, beta-4 chain
TTDR00165;D-alanine--D-alanine ligase
TTDR00166;Glutamate-1-semialdehyde aminomutase
TTDR00167;Dihydroorotase
TTDR00168;Cannabinoid receptor
TTDR00169;Heat shock protein 70
TTDR00170;Putative tryptase delta
TTDR00171;CAD protein
TTDR00172;Cholinephosphate cytidylyltransferase
TTDR00173;Adenylate cyclase, type II
TTDR00174;Potassium channel
TTDR00175;Integrin beta-3
TTDR00176;Vasopressin V1 receptor
TTDR00177;Immunoglobulin A
TTDR00178;DNA gyrase A subunit
TTDR00179;V beta 3 T-cell receptor
TTDR00180;Transforming growth factor receptor b
TTDR00181;Transforming growth factor alpha
TTDR00182;T-cell receptor beta chain V region CTL-L17
TTDR00183;Gamma-aminobutyric acid gated chloride channel
TTDR00184;Galanin receptor type 1
TTDR00185;N-myc proto-oncogene protein
TTDR00186;Soluble guanylate cyclase
TTDR00188;HIV-2 reverse transcriptase
TTDR00190;Tumor necrosis factor receptor
TTDR00192;Tumor necrosis factor receptor superfamily member 8
TTDR00193;Tumor necrosis factor receptor superfamily member 11B
TTDR00194;Phosphotransketolase
TTDR00195;Nicotinic acetylcholine receptor alpha2 / alpha3
TTDR00196;Synaptosomal-associated protein 25
TTDR00197;Chymase
TTDR00198;C-ets-1 protein
TTDR00199;Voltage-dependent P/Q-type calcium channel alpha-1A subunit
